client_id,nom_client,adresse_client,facture_id,date_facture,produit_id,nom_produit,quantité,prix_unitaire
26345,Samantha Hall,"14339 Martin Underpass, East Troyfort, NV 19044",55400,2024-03-19,31737,pull idea,5,700.12
26345,Samantha Hall,"14339 Martin Underpass, East Troyfort, NV 19044",52547,2024-05-05,62335,man series,4,619.45
26345,Samantha Hall,"14339 Martin Underpass, East Troyfort, NV 19044",52547,2024-05-05,98054,if top,5,973.01
26345,Samantha Hall,"14339 Martin Underpass, East Troyfort, NV 19044",43567,2024-08-02,12041,most easy,2,550.4
26345,Samantha Hall,"14339 Martin Underpass, East Troyfort, NV 19044",43567,2024-08-02,14861,social ahead,4,118.94
26345,Samantha Hall,"14339 Martin Underpass, East Troyfort, NV 19044",44612,2024-08-08,87329,worker organization,2,990.26
26345,Samantha Hall,"14339 Martin Underpass, East Troyfort, NV 19044",44612,2024-08-08,99677,game test,5,780.7
26345,Samantha Hall,"14339 Martin Underpass, East Troyfort, NV 19044",44612,2024-08-08,35577,tough no,4,41.98
12171,Tyler Sanders,"9431 Woods Hollow Apt. 990, Paulfurt, WA 18369",57997,2023-10-31,91241,Republican police,2,442.29
12171,Tyler Sanders,"9431 Woods Hollow Apt. 990, Paulfurt, WA 18369",57997,2023-10-31,22733,seat your,5,790.71
12171,Tyler Sanders,"9431 Woods Hollow Apt. 990, Paulfurt, WA 18369",50813,2024-07-19,4459,admit measure,3,737.28
12171,Tyler Sanders,"9431 Woods Hollow Apt. 990, Paulfurt, WA 18369",50813,2024-07-19,88584,law within,3,851.28
12171,Tyler Sanders,"9431 Woods Hollow Apt. 990, Paulfurt, WA 18369",50813,2024-07-19,70918,team clear,5,59.7
12171,Tyler Sanders,"9431 Woods Hollow Apt. 990, Paulfurt, WA 18369",7126,2024-04-21,79139,administration success,2,378.98
38755,Michelle Holloway,"357 Emily Port Apt. 896, Tracyfurt, NM 19991",40586,2024-10-14,39680,wait phone,3,390.08
38755,Michelle Holloway,"357 Emily Port Apt. 896, Tracyfurt, NM 19991",40586,2024-10-14,99467,entire clear,5,168.62
38755,Michelle Holloway,"357 Emily Port Apt. 896, Tracyfurt, NM 19991",40586,2024-10-14,70166,let candidate,1,337.72
38755,Michelle Holloway,"357 Emily Port Apt. 896, Tracyfurt, NM 19991",83869,2024-06-21,99677,game test,2,780.7
38755,Michelle Holloway,"357 Emily Port Apt. 896, Tracyfurt, NM 19991",86863,2024-01-09,29940,cause here,4,967.4
38755,Michelle Holloway,"357 Emily Port Apt. 896, Tracyfurt, NM 19991",93022,2024-04-22,91362,training force,3,640.29
38755,Michelle Holloway,"357 Emily Port Apt. 896, Tracyfurt, NM 19991",93022,2024-04-22,74698,activity both,4,912.19
34630,Charles Perez,"33147 Parker Expressway Apt. 626, Grayside, MO 14138",48350,2023-11-06,13892,son how,3,889.57
34630,Charles Perez,"33147 Parker Expressway Apt. 626, Grayside, MO 14138",58990,2024-05-08,97994,remain discussion,2,534.48
34630,Charles Perez,"33147 Parker Expressway Apt. 626, Grayside, MO 14138",58990,2024-05-08,75590,fill condition,5,803.04
34630,Charles Perez,"33147 Parker Expressway Apt. 626, Grayside, MO 14138",58990,2024-05-08,64717,together system,1,136.24
34630,Charles Perez,"33147 Parker Expressway Apt. 626, Grayside, MO 14138",84668,2024-09-25,58821,yard identify,3,399.75
22993,Robert Smith,"1388 Taylor Terrace Apt. 661, Ericaburgh, ND 43396",84421,2024-09-02,35577,tough no,2,41.98
22993,Robert Smith,"1388 Taylor Terrace Apt. 661, Ericaburgh, ND 43396",84421,2024-09-02,35618,now suddenly,2,725.87
22993,Robert Smith,"1388 Taylor Terrace Apt. 661, Ericaburgh, ND 43396",84421,2024-09-02,60947,front letter,4,793.46
22993,Robert Smith,"1388 Taylor Terrace Apt. 661, Ericaburgh, ND 43396",88331,2024-04-23,9991,each edge,1,185.47
8323,Sarah Powell,"87008 Stephanie Plaza, Sullivanview, MT 41832",99729,2024-03-10,75590,fill condition,2,803.04
8323,Sarah Powell,"87008 Stephanie Plaza, Sullivanview, MT 41832",99729,2024-03-10,35577,tough no,2,41.98
8323,Sarah Powell,"87008 Stephanie Plaza, Sullivanview, MT 41832",99729,2024-03-10,2649,themselves person,2,382.08
12097,Jamie Eaton,"2440 Samantha Knoll Apt. 066, Lake Lauraberg, AL 20691",57684,2024-04-23,91362,training force,4,640.29
12097,Jamie Eaton,"2440 Samantha Knoll Apt. 066, Lake Lauraberg, AL 20691",57684,2024-04-23,38257,few trade,2,712.15
12097,Jamie Eaton,"2440 Samantha Knoll Apt. 066, Lake Lauraberg, AL 20691",63301,2024-04-13,38980,light together,2,757.42
51251,Ryan Jones,"990 Juan Cove, Ruizside, AS 99808",40010,2024-09-16,70166,let candidate,1,337.72
51251,Ryan Jones,"990 Juan Cove, Ruizside, AS 99808",40010,2024-09-16,37534,dark few,5,290.77
51251,Ryan Jones,"990 Juan Cove, Ruizside, AS 99808",40010,2024-09-16,30630,share particularly,2,646.96
51251,Ryan Jones,"990 Juan Cove, Ruizside, AS 99808",10598,2024-02-16,39707,record give,2,271.2
15879,Brandon Long,"332 Jessica Passage Apt. 419, Martinland, WI 14750",28342,2024-03-18,23419,represent which,2,615.92
15879,Brandon Long,"332 Jessica Passage Apt. 419, Martinland, WI 14750",28342,2024-03-18,85138,same impact,5,638.88
15879,Brandon Long,"332 Jessica Passage Apt. 419, Martinland, WI 14750",82134,2024-06-03,62170,choice compare,5,506.51
15879,Brandon Long,"332 Jessica Passage Apt. 419, Martinland, WI 14750",82134,2024-06-03,84855,fund account,5,216.8
15879,Brandon Long,"332 Jessica Passage Apt. 419, Martinland, WI 14750",82134,2024-06-03,2235,senior work,3,871.17
15879,Brandon Long,"332 Jessica Passage Apt. 419, Martinland, WI 14750",19873,2024-08-20,27975,make site,3,254.19
15879,Brandon Long,"332 Jessica Passage Apt. 419, Martinland, WI 14750",72227,2024-08-13,49358,west build,5,812.37
15879,Brandon Long,"332 Jessica Passage Apt. 419, Martinland, WI 14750",72227,2024-08-13,12041,most easy,2,550.4
15879,Brandon Long,"332 Jessica Passage Apt. 419, Martinland, WI 14750",3708,2024-06-18,7458,could tell,4,311.26
15879,Brandon Long,"332 Jessica Passage Apt. 419, Martinland, WI 14750",3708,2024-06-18,30480,area world,4,919.25
4966,Brandy Kim,"86392 Rebecca Drive Suite 255, Lake Jenniferberg, NV 64642",94845,2024-04-22,31737,pull idea,3,700.12
4966,Brandy Kim,"86392 Rebecca Drive Suite 255, Lake Jenniferberg, NV 64642",75181,2024-09-21,4080,reach physical,2,879.22
4966,Brandy Kim,"86392 Rebecca Drive Suite 255, Lake Jenniferberg, NV 64642",75181,2024-09-21,70918,team clear,2,59.7
4966,Brandy Kim,"86392 Rebecca Drive Suite 255, Lake Jenniferberg, NV 64642",75181,2024-09-21,85138,same impact,1,638.88
53577,William Nichols,"872 Madeline Lock Suite 911, Charlesmouth, KY 42285",19576,2024-03-10,27975,make site,2,254.19
53577,William Nichols,"872 Madeline Lock Suite 911, Charlesmouth, KY 42285",19576,2024-03-10,75590,fill condition,1,803.04
62453,Erin Washington,"5357 Robert Trace, Lake Bradley, RI 19377",92918,2023-12-17,98176,single similar,1,698.81
62453,Erin Washington,"5357 Robert Trace, Lake Bradley, RI 19377",32490,2024-03-17,35577,tough no,3,41.98
62453,Erin Washington,"5357 Robert Trace, Lake Bradley, RI 19377",32490,2024-03-17,1025,against return,2,307.44
62453,Erin Washington,"5357 Robert Trace, Lake Bradley, RI 19377",62911,2024-06-23,20230,maintain finish,3,37.39
8944,Amber Woods,"63712 Ward Pike Suite 654, Carolside, MH 09532",92460,2024-03-31,68778,rule deal,3,111.08
8944,Amber Woods,"63712 Ward Pike Suite 654, Carolside, MH 09532",92460,2024-03-31,7628,call thought,1,671.06
8944,Amber Woods,"63712 Ward Pike Suite 654, Carolside, MH 09532",92460,2024-03-31,12041,most easy,4,550.4
8944,Amber Woods,"63712 Ward Pike Suite 654, Carolside, MH 09532",98926,2023-12-01,89010,state since,5,773.88
8944,Amber Woods,"63712 Ward Pike Suite 654, Carolside, MH 09532",98926,2023-12-01,58821,yard identify,4,399.75
403,Samantha Hill,"6938 Johnson Flats Apt. 903, South Andrew, MN 37904",83468,2024-06-13,38980,light together,2,757.42
403,Samantha Hill,"6938 Johnson Flats Apt. 903, South Andrew, MN 37904",83468,2024-06-13,64717,together system,4,136.24
403,Samantha Hill,"6938 Johnson Flats Apt. 903, South Andrew, MN 37904",48185,2024-07-08,30480,area world,2,919.25
403,Samantha Hill,"6938 Johnson Flats Apt. 903, South Andrew, MN 37904",48185,2024-07-08,31737,pull idea,2,700.12
403,Samantha Hill,"6938 Johnson Flats Apt. 903, South Andrew, MN 37904",48185,2024-07-08,44214,himself world,5,597.5
44050,Sarah Cohen,"17983 Natalie Square Apt. 626, East Christychester, KS 74360",41382,2024-09-29,53539,radio develop,4,458.26
44050,Sarah Cohen,"17983 Natalie Square Apt. 626, East Christychester, KS 74360",41382,2024-09-29,23419,represent which,5,615.92
44050,Sarah Cohen,"17983 Natalie Square Apt. 626, East Christychester, KS 74360",38228,2024-08-04,73670,government leg,4,838.01
44050,Sarah Cohen,"17983 Natalie Square Apt. 626, East Christychester, KS 74360",37741,2024-04-06,99467,entire clear,1,168.62
28773,William Moore,"13391 Horn Turnpike, Lake Paige, TX 60168",70498,2023-11-27,68778,rule deal,1,111.08
28773,William Moore,"13391 Horn Turnpike, Lake Paige, TX 60168",9021,2024-01-14,74698,activity both,2,912.19
28773,William Moore,"13391 Horn Turnpike, Lake Paige, TX 60168",9021,2024-01-14,25217,case full,3,221.27
28773,William Moore,"13391 Horn Turnpike, Lake Paige, TX 60168",83193,2024-10-06,9991,each edge,1,185.47
28773,William Moore,"13391 Horn Turnpike, Lake Paige, TX 60168",83193,2024-10-06,62762,amount seat,4,379.34
28773,William Moore,"13391 Horn Turnpike, Lake Paige, TX 60168",59076,2024-10-06,23419,represent which,5,615.92
68646,Mitchell Adkins,"8073 Holden Squares Apt. 523, West Jennifermouth, OK 61740",4082,2024-03-18,7458,could tell,1,311.26
68646,Mitchell Adkins,"8073 Holden Squares Apt. 523, West Jennifermouth, OK 61740",4082,2024-03-18,14861,social ahead,4,118.94
68646,Mitchell Adkins,"8073 Holden Squares Apt. 523, West Jennifermouth, OK 61740",4082,2024-03-18,13073,table after,2,92.97
68646,Mitchell Adkins,"8073 Holden Squares Apt. 523, West Jennifermouth, OK 61740",59769,2024-01-27,24491,friend senior,3,785.53
68646,Mitchell Adkins,"8073 Holden Squares Apt. 523, West Jennifermouth, OK 61740",42384,2024-03-19,30630,share particularly,4,646.96
68646,Mitchell Adkins,"8073 Holden Squares Apt. 523, West Jennifermouth, OK 61740",50677,2024-08-30,62070,firm it,4,709.83
68646,Mitchell Adkins,"8073 Holden Squares Apt. 523, West Jennifermouth, OK 61740",52059,2024-01-14,14861,social ahead,3,118.94
68646,Mitchell Adkins,"8073 Holden Squares Apt. 523, West Jennifermouth, OK 61740",52059,2024-01-14,65859,however group,3,565.77
68646,Mitchell Adkins,"8073 Holden Squares Apt. 523, West Jennifermouth, OK 61740",52059,2024-01-14,88584,law within,3,851.28
68208,Richard Quinn,"60559 Albert Valleys Suite 049, East Jonathanshire, TX 07817",73573,2024-10-20,92810,citizen dream,5,876.79
68208,Richard Quinn,"60559 Albert Valleys Suite 049, East Jonathanshire, TX 07817",73573,2024-10-20,66829,indicate glass,5,655.22
68208,Richard Quinn,"60559 Albert Valleys Suite 049, East Jonathanshire, TX 07817",75667,2024-09-24,99467,entire clear,5,168.62
68208,Richard Quinn,"60559 Albert Valleys Suite 049, East Jonathanshire, TX 07817",75667,2024-09-24,70552,blood sister,1,901.46
68208,Richard Quinn,"60559 Albert Valleys Suite 049, East Jonathanshire, TX 07817",75667,2024-09-24,73670,government leg,1,838.01
68208,Richard Quinn,"60559 Albert Valleys Suite 049, East Jonathanshire, TX 07817",65866,2024-03-23,4459,admit measure,3,737.28
68208,Richard Quinn,"60559 Albert Valleys Suite 049, East Jonathanshire, TX 07817",65866,2024-03-23,60205,probably character,1,828.78
68208,Richard Quinn,"60559 Albert Valleys Suite 049, East Jonathanshire, TX 07817",89666,2023-11-10,35577,tough no,1,41.98
71287,Madison Moody,"4762 Smith Ways Apt. 361, Stephenbury, MS 29442",86007,2023-11-06,22733,seat your,3,790.71
71287,Madison Moody,"4762 Smith Ways Apt. 361, Stephenbury, MS 29442",86007,2023-11-06,25025,mouth key,3,575.89
71287,Madison Moody,"4762 Smith Ways Apt. 361, Stephenbury, MS 29442",86007,2023-11-06,88584,law within,5,851.28
71287,Madison Moody,"4762 Smith Ways Apt. 361, Stephenbury, MS 29442",70839,2024-08-28,35740,fly catch,5,408.16
71287,Madison Moody,"4762 Smith Ways Apt. 361, Stephenbury, MS 29442",70839,2024-08-28,73670,government leg,3,838.01
71287,Madison Moody,"4762 Smith Ways Apt. 361, Stephenbury, MS 29442",70839,2024-08-28,2235,senior work,3,871.17
71287,Madison Moody,"4762 Smith Ways Apt. 361, Stephenbury, MS 29442",20461,2024-10-16,53539,radio develop,1,458.26
71287,Madison Moody,"4762 Smith Ways Apt. 361, Stephenbury, MS 29442",20461,2024-10-16,52265,international watch,1,110.68
48102,Steven Thompson,"09356 Mary Inlet, New Matthewborough, FM 15912",98586,2024-08-20,37534,dark few,5,290.77
48102,Steven Thompson,"09356 Mary Inlet, New Matthewborough, FM 15912",47804,2023-12-12,74698,activity both,1,912.19
5377,Nathaniel Cook,"9334 Fletcher Islands Suite 765, East Triciatown, LA 64597",32805,2023-12-26,99467,entire clear,5,168.62
5377,Nathaniel Cook,"9334 Fletcher Islands Suite 765, East Triciatown, LA 64597",9116,2023-11-19,39707,record give,1,271.2
30328,Jeffrey Wood,"5993 Raymond Junction, Tylermouth, LA 73663",15480,2024-07-29,4361,follow it,2,328.54
30328,Jeffrey Wood,"5993 Raymond Junction, Tylermouth, LA 73663",31161,2024-08-05,27975,make site,2,254.19
30328,Jeffrey Wood,"5993 Raymond Junction, Tylermouth, LA 73663",25373,2024-05-19,70552,blood sister,5,901.46
30328,Jeffrey Wood,"5993 Raymond Junction, Tylermouth, LA 73663",13526,2023-12-31,49358,west build,1,812.37
30328,Jeffrey Wood,"5993 Raymond Junction, Tylermouth, LA 73663",13526,2023-12-31,23504,may somebody,2,223.91
30328,Jeffrey Wood,"5993 Raymond Junction, Tylermouth, LA 73663",47643,2024-05-31,20230,maintain finish,1,37.39
98291,Lisa Davidson,"USNS Pope, FPO AA 66193",33387,2024-07-21,44518,build society,2,303.04
98291,Lisa Davidson,"USNS Pope, FPO AA 66193",95170,2024-03-21,62170,choice compare,2,506.51
98291,Lisa Davidson,"USNS Pope, FPO AA 66193",95170,2024-03-21,62762,amount seat,1,379.34
98291,Lisa Davidson,"USNS Pope, FPO AA 66193",79677,2024-05-12,3588,collection child,3,52.62
98291,Lisa Davidson,"USNS Pope, FPO AA 66193",17225,2024-05-15,24491,friend senior,2,785.53
98291,Lisa Davidson,"USNS Pope, FPO AA 66193",88306,2024-09-16,83277,west western,5,882.67
98291,Lisa Davidson,"USNS Pope, FPO AA 66193",88306,2024-09-16,2235,senior work,5,871.17
98291,Lisa Davidson,"USNS Pope, FPO AA 66193",88306,2024-09-16,75590,fill condition,4,803.04
60436,Joy Walsh,"97064 Wolf Plains, Debrafort, ME 84522",86269,2024-04-29,44518,build society,3,303.04
60436,Joy Walsh,"97064 Wolf Plains, Debrafort, ME 84522",86269,2024-04-29,62762,amount seat,5,379.34
60436,Joy Walsh,"97064 Wolf Plains, Debrafort, ME 84522",86269,2024-04-29,48648,some onto,2,35.31
60436,Joy Walsh,"97064 Wolf Plains, Debrafort, ME 84522",20268,2024-06-22,5537,why day,5,432.56
60436,Joy Walsh,"97064 Wolf Plains, Debrafort, ME 84522",15807,2024-04-08,20230,maintain finish,5,37.39
60436,Joy Walsh,"97064 Wolf Plains, Debrafort, ME 84522",15807,2024-04-08,29397,level visit,2,346.42
60436,Joy Walsh,"97064 Wolf Plains, Debrafort, ME 84522",15807,2024-04-08,77235,low nor,4,31.54
60436,Joy Walsh,"97064 Wolf Plains, Debrafort, ME 84522",84809,2024-04-03,60205,probably character,2,828.78
60436,Joy Walsh,"97064 Wolf Plains, Debrafort, ME 84522",84809,2024-04-03,7628,call thought,2,671.06
88216,Brandon Hodges,"5626 Karen Burgs Suite 579, New Jessicashire, PA 83186",74757,2024-01-15,38980,light together,1,757.42
88216,Brandon Hodges,"5626 Karen Burgs Suite 579, New Jessicashire, PA 83186",74757,2024-01-15,62170,choice compare,1,506.51
49883,Keith Davis,"7249 Hammond Trace, South Emilyport, WA 52638",34700,2024-06-21,60947,front letter,1,793.46
49883,Keith Davis,"7249 Hammond Trace, South Emilyport, WA 52638",34700,2024-06-21,31238,church interest,5,54.88
49883,Keith Davis,"7249 Hammond Trace, South Emilyport, WA 52638",34700,2024-06-21,23504,may somebody,5,223.91
49883,Keith Davis,"7249 Hammond Trace, South Emilyport, WA 52638",32116,2023-10-25,41230,church always,5,428.98
49883,Keith Davis,"7249 Hammond Trace, South Emilyport, WA 52638",32116,2023-10-25,57048,central finish,3,349.0
33940,Christina Bush,"919 Stephens Manors, Tonychester, TN 37121",83433,2023-11-14,84855,fund account,1,216.8
33940,Christina Bush,"919 Stephens Manors, Tonychester, TN 37121",83433,2023-11-14,23419,represent which,4,615.92
34991,Cheryl Walters,"239 Kenneth Vista Apt. 747, Lake Hollybury, IN 42597",85920,2024-06-29,98176,single similar,4,698.81
34991,Cheryl Walters,"239 Kenneth Vista Apt. 747, Lake Hollybury, IN 42597",85920,2024-06-29,78574,pretty little,3,275.46
34991,Cheryl Walters,"239 Kenneth Vista Apt. 747, Lake Hollybury, IN 42597",13819,2024-07-04,70552,blood sister,5,901.46
34991,Cheryl Walters,"239 Kenneth Vista Apt. 747, Lake Hollybury, IN 42597",13819,2024-07-04,70552,blood sister,5,901.46
34991,Cheryl Walters,"239 Kenneth Vista Apt. 747, Lake Hollybury, IN 42597",87355,2023-10-27,99677,game test,5,780.7
34991,Cheryl Walters,"239 Kenneth Vista Apt. 747, Lake Hollybury, IN 42597",87355,2023-10-27,70552,blood sister,5,901.46
34991,Cheryl Walters,"239 Kenneth Vista Apt. 747, Lake Hollybury, IN 42597",87355,2023-10-27,95733,south interview,4,259.25
34991,Cheryl Walters,"239 Kenneth Vista Apt. 747, Lake Hollybury, IN 42597",82874,2024-06-09,88584,law within,1,851.28
74766,Steven Mullins,"08539 Gomez Roads, Kevinfort, HI 88259",51821,2023-11-26,66984,car data,5,115.17
74766,Steven Mullins,"08539 Gomez Roads, Kevinfort, HI 88259",19080,2024-06-17,14861,social ahead,4,118.94
74766,Steven Mullins,"08539 Gomez Roads, Kevinfort, HI 88259",2532,2024-04-10,13433,positive after,3,154.64
74766,Steven Mullins,"08539 Gomez Roads, Kevinfort, HI 88259",43502,2023-12-11,62170,choice compare,2,506.51
21382,Sarah Mcdonald,"219 Morgan Circle Apt. 167, Lake Christinaton, DC 41395",68066,2023-11-14,64717,together system,2,136.24
21382,Sarah Mcdonald,"219 Morgan Circle Apt. 167, Lake Christinaton, DC 41395",68066,2023-11-14,35740,fly catch,1,408.16
21382,Sarah Mcdonald,"219 Morgan Circle Apt. 167, Lake Christinaton, DC 41395",68066,2023-11-14,73670,government leg,1,838.01
21382,Sarah Mcdonald,"219 Morgan Circle Apt. 167, Lake Christinaton, DC 41395",25909,2024-08-04,23504,may somebody,2,223.91
21382,Sarah Mcdonald,"219 Morgan Circle Apt. 167, Lake Christinaton, DC 41395",25909,2024-08-04,87329,worker organization,4,990.26
21382,Sarah Mcdonald,"219 Morgan Circle Apt. 167, Lake Christinaton, DC 41395",97752,2024-05-10,70166,let candidate,5,337.72
21382,Sarah Mcdonald,"219 Morgan Circle Apt. 167, Lake Christinaton, DC 41395",97752,2024-05-10,75590,fill condition,2,803.04
21382,Sarah Mcdonald,"219 Morgan Circle Apt. 167, Lake Christinaton, DC 41395",97752,2024-05-10,13189,store daughter,2,150.25
21382,Sarah Mcdonald,"219 Morgan Circle Apt. 167, Lake Christinaton, DC 41395",68515,2023-11-10,53539,radio develop,2,458.26
21382,Sarah Mcdonald,"219 Morgan Circle Apt. 167, Lake Christinaton, DC 41395",74895,2024-05-20,7458,could tell,2,311.26
21382,Sarah Mcdonald,"219 Morgan Circle Apt. 167, Lake Christinaton, DC 41395",74895,2024-05-20,31238,church interest,1,54.88
21382,Sarah Mcdonald,"219 Morgan Circle Apt. 167, Lake Christinaton, DC 41395",74895,2024-05-20,13433,positive after,1,154.64
72928,Courtney Greene,"409 Doris Mall, Carlside, WV 69066",93206,2024-07-11,27975,make site,5,254.19
72928,Courtney Greene,"409 Doris Mall, Carlside, WV 69066",10716,2023-11-18,67406,threat mission,3,181.57
72928,Courtney Greene,"409 Doris Mall, Carlside, WV 69066",10716,2023-11-18,27041,popular figure,3,483.9
72928,Courtney Greene,"409 Doris Mall, Carlside, WV 69066",46774,2023-12-22,4459,admit measure,4,737.28
72928,Courtney Greene,"409 Doris Mall, Carlside, WV 69066",46774,2023-12-22,99467,entire clear,3,168.62
53073,Michael Collins,"19357 Donald Valleys Apt. 936, Harrisville, AL 19661",58244,2024-09-15,35618,now suddenly,4,725.87
53073,Michael Collins,"19357 Donald Valleys Apt. 936, Harrisville, AL 19661",58244,2024-09-15,4361,follow it,3,328.54
53073,Michael Collins,"19357 Donald Valleys Apt. 936, Harrisville, AL 19661",58244,2024-09-15,66984,car data,5,115.17
53073,Michael Collins,"19357 Donald Valleys Apt. 936, Harrisville, AL 19661",4844,2024-07-06,31737,pull idea,1,700.12
53073,Michael Collins,"19357 Donald Valleys Apt. 936, Harrisville, AL 19661",4844,2024-07-06,2235,senior work,4,871.17
53073,Michael Collins,"19357 Donald Valleys Apt. 936, Harrisville, AL 19661",53380,2024-02-08,30480,area world,5,919.25
53073,Michael Collins,"19357 Donald Valleys Apt. 936, Harrisville, AL 19661",53380,2024-02-08,39680,wait phone,3,390.08
53073,Michael Collins,"19357 Donald Valleys Apt. 936, Harrisville, AL 19661",53380,2024-02-08,83028,impact reach,4,880.32
53073,Michael Collins,"19357 Donald Valleys Apt. 936, Harrisville, AL 19661",87591,2024-07-18,4361,follow it,1,328.54
53073,Michael Collins,"19357 Donald Valleys Apt. 936, Harrisville, AL 19661",87591,2024-07-18,34209,new family,2,339.87
53073,Michael Collins,"19357 Donald Valleys Apt. 936, Harrisville, AL 19661",87591,2024-07-18,13189,store daughter,4,150.25
53073,Michael Collins,"19357 Donald Valleys Apt. 936, Harrisville, AL 19661",71909,2024-09-18,29940,cause here,3,967.4
59042,Rebecca Kim,"5194 Cooper Heights Suite 311, South Charlestown, AZ 32131",1781,2024-09-02,53539,radio develop,3,458.26
